machine_id,machine_type,air_temperature,process_temperature,rotational_speed,torque,tool_wear,health
L47688,L,297.7,309.3,1893,24.6,15,Healthy
M15369,M,297.6,309.3,1415,41.3,17,Healthy
L47690,L,297.5,309.3,1564,37.5,20,Healthy
L47691,L,297.5,309.3,1479,39.4,22,Healthy
L47692,L,297.5,309.2,1426,44.8,24,Healthy
L47693,L,297.4,309.2,1428,38.8,26,Healthy
L47694,L,297.4,309.2,1620,33.2,28,Healthy
L47695,L,297.5,309.2,1715,28.0,30,Healthy
L47696,L,297.5,309.3,1732,29.9,32,Healthy
M15377,M,297.5,309.4,1391,58.2,34,Healthy
L47698,L,297.6,309.5,1924,20.6,37,Healthy
M15379,M,297.7,309.5,2027,19.8,39,Healthy
L47700,L,297.6,309.5,1617,36.2,42,Healthy
L47701,L,297.5,309.4,1497,35.8,44,Healthy
M15382,M,297.5,309.5,1448,43.7,46,Healthy
L47703,L,297.4,309.4,1401,45.9,49,Healthy
L47704,L,297.4,309.4,1620,35.4,51,Healthy
L47705,L,297.4,309.4,1466,45.5,53,Healthy
L47706,L,297.6,309.5,1373,50.6,55,Healthy
M15387,M,297.6,309.6,1592,35.8,57,Healthy
M15388,M,297.5,309.5,1553,42.4,60,Healthy
L47709,L,297.6,309.5,1569,36.2,63,Healthy
M15390,M,297.6,309.5,1709,32.2,65,Healthy
L47711,L,297.6,309.5,1549,34.9,68,Healthy
L47712,L,297.5,309.4,1443,45.4,70,Healthy
L47713,L,297.5,309.3,1675,29.8,72,Healthy
L47714,L,297.5,309.3,1623,33.4,74,Healthy
H29949,H,297.4,309.3,1365,52.4,76,Healthy
L47716,L,297.4,309.3,1759,24.8,81,Medium
H29951,H,297.4,309.3,1516,43.0,83,Medium
M15398,M,297.4,309.3,1499,36.8,88,Medium
M15399,M,297.4,309.3,1775,25.8,91,Medium
L47720,L,297.4,309.4,1473,45.5,94,Medium
L47721,L,297.4,309.4,1296,52.3,96,Medium
L47722,L,297.5,309.4,1803,24.7,98,Medium
H29957,H,297.5,309.3,1563,36.1,100,Medium
M15404,M,297.5,309.4,1831,26.6,105,Medium
L47725,L,297.6,309.4,1958,22.1,108,Medium
L47726,L,297.5,309.4,1809,24.3,110,Medium
M15407,M,297.5,309.4,1482,39.3,112,Medium
L47728,L,297.4,309.3,1332,53.2,115,Medium
L47729,L,297.4,309.2,1437,40.4,117,Medium
L47730,L,297.4,309.2,1698,29.4,119,Medium
L47731,L,297.4,309.2,1274,54.3,121,Medium
M15412,M,297.4,309.3,1622,35.0,123,Medium
M15413,M,297.4,309.3,1564,36.0,126,Medium
H29968,H,297.5,309.4,1368,45.3,129,Medium
M15415,M,297.4,309.4,1539,42.2,134,Medium
L47736,L,297.5,309.4,1357,50.1,137,Medium
M15417,M,297.5,309.4,1433,48.3,139,Medium
L47738,L,297.5,309.4,1650,34.6,142,Medium
L47739,L,297.5,309.4,1503,40.6,144,Medium
L47740,L,297.5,309.4,1318,58.2,146,Medium
M15421,M,297.5,309.4,1678,34.4,148,Medium
L47742,L,297.6,309.5,1574,30.9,151,Medium
L47743,L,297.7,309.6,1529,35.2,153,Medium
H29978,H,297.6,309.6,1669,32.1,155,Medium
H29979,H,297.7,309.7,1570,35.8,160,Medium
M15426,M,297.6,309.7,1541,33.7,165,Medium
M15427,M,297.7,309.7,1680,30.2,168,Medium
L47748,L,297.8,309.7,1935,22.1,171,Medium
M15429,M,297.7,309.6,1596,35.2,173,Medium
L47750,L,297.7,309.7,1498,41.0,176,Medium
M15431,M,297.8,309.8,1676,29.0,178,Medium
L47752,L,297.8,309.9,1351,49.0,181,Critical
L47753,L,297.9,309.9,1472,45.0,183,Critical
M15434,M,297.9,310.0,1439,41.7,185,Critical
M15435,M,297.9,309.9,1410,55.4,188,Critical
H29990,H,297.7,309.7,1440,51.1,191,Critical
L47757,L,297.7,309.7,1591,37.7,196,Critical
L47758,L,297.8,309.8,1533,36.8,198,Critical
M15439,M,297.8,309.7,1700,31.3,200,Critical
M15440,M,297.8,309.8,1798,25.5,203,Critical
L47761,L,297.8,309.7,1394,42.9,206,Critical
L47762,L,297.8,309.7,1341,49.2,208,Critical
H29997,H,297.7,309.6,1697,32.2,210,Critical
H29998,H,297.6,309.6,1419,48.2,215,Critical
L47765,L,297.6,309.5,2001,20.5,220,Critical
L47766,L,297.6,309.6,1501,49.8,222,Critical
H30001,H,297.6,309.5,1623,33.1,224,Critical
L47768,L,297.6,309.4,1628,33.4,229,Critical
L47769,L,297.6,309.4,1491,40.2,231,Critical
L47770,L,297.5,309.4,1517,36.7,233,Critical
H30005,H,297.5,309.3,1525,41.7,235,Critical
H30006,H,297.5,309.5,1668,27.9,240,Critical
L47773,L,297.5,309.6,1312,50.7,0,Healthy
H30008,H,297.6,309.6,1278,50.4,2,Healthy
M15455,M,297.6,309.6,1330,53.1,7,Healthy
M15456,M,297.6,309.6,1530,37.3,10,Healthy
H30011,H,297.6,309.6,1428,46.6,13,Healthy
L47778,L,297.7,309.6,1480,47.9,18,Healthy
H30013,H,297.7,309.7,1616,31.1,20,Healthy
L47780,L,297.8,309.7,1547,37.3,25,Healthy
L47781,L,297.9,309.7,2194,16.8,27,Healthy
L47782,L,297.9,309.8,2000,21.3,29,Healthy
L47783,L,297.9,309.8,1336,71.6,31,Critical
L47784,L,297.9,309.9,1542,33.8,33,Healthy
M15465,M,297.9,309.8,1693,29.9,35,Healthy
L47786,L,297.9,309.8,1461,50.5,38,Healthy
M15467,M,298.0,309.9,1565,33.9,40,Healthy
L47788,L,298.0,309.9,1403,47.7,43,Healthy
L47789,L,298.1,309.9,1629,32.5,45,Healthy
L47790,L,298.1,310.0,1534,33.7,47,Healthy
L47791,L,298.1,310.0,1553,40.9,49,Healthy
L47792,L,298.1,309.9,1563,32.8,51,Healthy
L47793,L,298.1,309.9,1634,30.0,53,Healthy
M15474,M,298.0,309.9,1445,45.2,55,Healthy
L47795,L,298.1,309.9,1642,30.4,58,Healthy
H30030,H,298.1,309.9,1686,29.1,60,Healthy
M15477,M,298.1,310.0,1393,43.1,65,Healthy
H30032,H,298.2,310.0,1433,44.2,68,Healthy
L47799,L,298.3,310.0,1507,44.7,73,Healthy
M15480,M,298.3,310.1,1389,49.6,75,Healthy
L47801,L,298.3,310.1,1408,45.3,78,Healthy
M15482,M,298.4,310.2,1725,32.0,80,Medium
L47803,L,298.4,310.1,1926,23.7,83,Medium
H30038,H,298.3,310.1,1509,37.6,85,Medium
L47805,L,298.3,310.1,1545,36.3,90,Medium
L47806,L,298.4,310.1,1533,35.2,92,Medium
L47807,L,298.4,310.1,1455,42.2,94,Medium
M15488,M,298.4,310.1,1335,57.8,96,Medium
L47809,L,298.3,310.1,1523,45.9,99,Medium
L47810,L,298.3,310.0,1460,47.6,101,Medium
L47811,L,298.4,310.0,1554,37.3,103,Medium
H30046,H,298.3,310.0,1419,47.1,105,Medium
L47813,L,298.3,310.0,1442,43.9,110,Medium
L47814,L,298.3,309.9,1507,41.6,112,Medium
L47815,L,298.3,310.0,1858,23.9,114,Medium
L47816,L,298.3,309.9,1463,43.9,116,Medium
L47817,L,298.2,309.7,1585,37.4,118,Medium
L47818,L,298.0,309.6,1536,37.3,120,Medium
L47819,L,298.0,309.6,1403,51.3,122,Medium
M15500,M,297.9,309.6,1515,38.8,124,Medium
L47821,L,297.9,309.5,1390,47.9,127,Medium
M15502,M,297.8,309.4,1226,58.7,129,Medium
M15503,M,297.8,309.4,1495,36.5,132,Medium
H30058,H,297.7,309.4,1608,30.2,135,Medium
L47825,L,297.7,309.4,1392,44.1,140,Medium
M15506,M,297.7,309.4,1461,43.7,142,Medium
L47827,L,297.7,309.3,1559,36.9,145,Medium
H30062,H,297.7,309.3,1400,48.9,147,Medium
M15509,M,297.7,309.2,1732,28.8,152,Medium
L47830,L,297.6,309.2,1611,33.1,155,Medium
L47831,L,297.6,309.1,1503,38.9,157,Medium
L47832,L,297.7,309.2,1391,44.5,159,Medium
L47833,L,297.8,309.3,2015,20.1,161,Medium
L47834,L,297.8,309.2,1683,30.9,163,Medium
L47835,L,297.7,309.1,1435,38.8,165,Medium
M15516,M,297.7,309.1,1732,28.1,167,Medium
L47837,L,297.7,309.2,1365,58.6,170,Medium
L47838,L,297.7,309.1,1562,36.8,172,Medium
L47839,L,297.6,309.1,1449,49.1,174,Medium
M15520,M,297.7,309.2,1700,27.4,176,Medium
M15521,M,297.6,309.0,1427,45.6,179,Medium
M15522,M,297.6,308.9,1479,38.1,182,Critical
L47843,L,297.5,308.9,1469,44.0,185,Critical
L47844,L,297.5,308.9,1390,47.4,187,Critical
L47845,L,297.5,308.9,1729,28.1,189,Critical
L47846,L,297.5,309.0,1470,43.5,191,Critical
L47847,L,297.5,308.9,1459,48.5,193,Critical
L47848,L,297.5,308.9,1738,24.0,195,Critical
H30083,H,297.5,308.9,1471,37.7,197,Critical
L47850,L,297.6,309.0,1822,25.4,202,Critical
L47851,L,297.5,308.9,1554,34.8,204,Critical
M15532,M,297.6,308.9,1433,43.2,206,Critical
L47853,L,297.6,308.9,1449,47.7,209,Critical
L47854,L,297.8,309.0,1456,41.2,0,Healthy
M15535,M,297.8,309.1,1424,45.5,2,Healthy
H30090,H,297.9,309.2,1577,34.7,5,Healthy
L47857,L,297.9,309.2,1478,39.7,10,Healthy
M15538,M,297.8,309.2,1295,61.2,12,Healthy
L47859,L,297.8,309.2,1372,47.3,15,Healthy
M15540,M,297.8,309.1,1432,42.6,17,Healthy
M15541,M,297.7,309.0,1656,33.2,20,Healthy
H30096,H,297.8,309.0,1410,48.8,23,Healthy
L47863,L,297.7,309.0,1874,24.4,28,Healthy
L47864,L,297.7,309.0,1538,43.2,30,Healthy
M15545,M,297.7,309.0,1636,29.7,32,Healthy
M15546,M,297.7,309.0,1504,40.4,35,Healthy
M15547,M,297.7,309.0,1531,42.4,38,Healthy
H30102,H,297.6,309.0,1735,26.4,41,Healthy
H30103,H,297.6,309.0,1354,55.6,46,Healthy
H30104,H,297.6,309.0,1413,40.2,51,Healthy
L47871,L,297.7,309.1,1563,39.3,56,Healthy
L47872,L,297.7,309.1,1479,42.1,58,Healthy
L47873,L,297.7,309.1,1477,38.3,60,Healthy
L47874,L,297.6,309.1,1394,50.0,62,Healthy
L47875,L,297.6,309.0,1487,45.4,64,Healthy
M15556,M,297.6,309.0,1815,25.3,66,Healthy
M15557,M,297.6,308.8,1453,39.7,69,Healthy
L47878,L,297.6,308.8,1539,40.2,72,Healthy
H30113,H,297.5,308.7,1416,39.2,74,Healthy
M15560,M,297.6,308.8,1683,31.6,79,Healthy
L47881,L,297.7,308.8,1515,40.1,82,Medium
M15562,M,297.7,308.9,1531,48.3,84,Medium
H30117,H,297.7,308.9,1479,40.9,87,Medium
L47884,L,297.7,308.9,1516,33.7,92,Medium
L47885,L,297.7,309.0,1507,38.2,94,Medium
M15566,M,297.8,309.0,1434,43.3,96,Medium
L47887,L,297.7,308.9,1838,27.3,99,Medium
M15568,M,297.6,308.8,1416,45.9,101,Medium
M15569,M,297.6,308.8,1357,49.7,104,Medium
M15570,M,297.5,308.7,1697,28.1,107,Medium
L47891,L,297.5,308.7,1443,46.2,110,Medium
L47892,L,297.5,308.7,1453,37.6,112,Medium
L47893,L,297.4,308.6,1439,46.4,114,Medium
L47894,L,297.4,308.6,1609,36.2,116,Medium
L47895,L,297.4,308.6,1324,59.1,118,Medium
H30130,H,297.4,308.6,1420,45.8,120,Medium
L47897,L,297.4,308.7,1545,36.9,125,Medium
L47898,L,297.5,308.8,1477,39.0,127,Medium
L47899,L,297.4,308.8,1447,58.1,129,Medium
L47900,L,297.4,308.9,1809,23.8,131,Medium
L47901,L,297.5,308.9,1696,30.9,133,Medium
L47902,L,297.5,308.9,1427,44.7,135,Medium
M15583,M,297.4,308.9,1500,46.3,137,Medium
L47904,L,297.5,308.9,1390,44.6,140,Medium
L47905,L,297.4,308.8,1640,34.2,142,Medium
M15586,M,297.4,308.8,1628,37.4,144,Medium
H30141,H,297.3,308.6,1499,37.6,147,Medium
M15588,M,297.4,308.7,1425,50.3,152,Medium
L47909,L,297.3,308.6,1586,37.7,155,Medium
M15590,M,297.3,308.6,1471,50.7,157,Medium
M15591,M,297.3,308.6,1431,53.0,160,Medium
L47912,L,297.2,308.6,1924,22.1,163,Medium
M15593,M,297.1,308.4,1421,42.0,165,Medium
H30148,H,297.0,308.4,1305,54.6,168,Medium
L47915,L,296.9,308.4,1557,32.4,173,Medium
L47916,L,296.9,308.3,1555,38.2,175,Medium
H30151,H,296.9,308.3,1474,39.2,177,Medium
L47918,L,296.8,308.3,1506,45.9,182,Critical
L47919,L,296.9,308.4,1390,41.8,184,Critical
M15600,M,296.9,308.4,1450,46.9,186,Critical
L47921,L,296.9,308.3,1513,38.8,189,Critical
L47922,L,296.8,308.2,1643,34.7,191,Critical
L47923,L,296.8,308.2,1361,53.8,193,Critical
L47924,L,296.7,308.1,1450,40.9,195,Critical
L47925,L,296.7,308.0,1451,50.7,197,Critical
L47926,L,296.8,308.1,1289,62.0,199,Critical
L47927,L,296.8,308.1,1356,48.3,201,Critical
H30162,H,296.7,308.1,1528,46.3,203,Critical
L47929,L,296.6,308.0,1978,22.3,208,Critical
L47930,L,296.7,308.0,1535,36.8,210,Critical
M15611,M,296.8,308.1,1843,24.2,212,Critical
L47932,L,296.9,308.1,1422,48.7,215,Critical
L47933,L,296.8,308.0,1536,40.4,217,Critical
M15614,M,296.9,308.1,1483,44.3,219,Critical
H30169,H,296.8,308.1,1492,43.7,222,Critical
L47936,L,296.8,308.0,1584,40.4,227,Critical
L47937,L,296.9,308.1,1555,33.7,229,Critical
L47938,L,296.8,308.0,1497,41.7,231,Critical
M15619,M,296.7,307.8,1537,36.3,233,Critical
L47940,L,296.7,307.8,1505,39.4,236,Critical
L47941,L,296.7,307.8,1646,34.6,238,Critical
M15622,M,296.7,307.8,1286,60.5,0,Healthy
L47943,L,296.7,307.8,1400,47.5,3,Healthy
L47944,L,296.8,307.9,1337,56.5,5,Healthy
L47945,L,296.9,308.0,1332,53.9,7,Healthy
L47946,L,296.8,308.0,1561,38.3,9,Healthy
L47947,L,296.9,308.0,1546,31.1,11,Healthy
L47948,L,296.9,308.0,1713,29.3,13,Healthy
L47949,L,296.9,308.0,1343,44.5,15,Healthy
L47950,L,296.8,308.0,1391,54.4,17,Healthy
H30185,H,296.8,308.0,1311,58.6,19,Healthy
H30186,H,296.8,308.0,1453,51.0,24,Healthy
L47953,L,296.8,308.0,1510,39.4,29,Healthy
L47954,L,296.8,307.9,1448,48.8,31,Healthy
L47955,L,296.7,307.8,1453,46.0,33,Healthy
L47956,L,296.7,307.8,1468,39.2,35,Healthy
L47957,L,296.7,307.8,1382,47.5,37,Healthy
L47958,L,296.7,308.0,1580,32.2,39,Healthy
L47959,L,296.8,308.0,1666,29.8,41,Healthy
M15640,M,296.9,308.0,1409,50.7,43,Healthy
L47961,L,296.8,308.0,1675,29.7,46,Healthy
L47962,L,296.8,307.9,1698,30.8,48,Healthy
H30197,H,296.7,307.9,1579,33.4,50,Healthy
L47964,L,296.7,307.9,1743,27.9,55,Healthy
M15645,M,296.9,308.0,1497,44.8,57,Healthy
L47966,L,296.9,308.1,1741,28.8,60,Healthy
L47967,L,296.9,308.1,1435,45.3,62,Healthy
M15648,M,296.9,308.1,1440,46.3,64,Healthy
M15649,M,296.9,308.0,1641,33.3,67,Healthy
L47970,L,296.8,307.9,1420,45.4,70,Healthy
L47971,L,296.8,307.9,1611,35.4,72,Healthy
L47972,L,296.8,307.8,1373,42.9,74,Healthy
M15653,M,296.8,307.9,1683,31.8,76,Healthy
H30208,H,296.9,307.9,1547,32.6,79,Healthy
L47975,L,296.9,307.8,1605,37.0,84,Medium
M15656,M,296.9,307.9,2010,18.9,86,Medium
L47977,L,296.8,307.7,1565,40.1,89,Medium
M15658,M,296.9,307.8,1828,24.6,91,Medium
M15659,M,297.0,307.8,1579,34.1,94,Medium
M15660,M,297.0,307.9,1882,24.2,97,Medium
L47981,L,296.9,307.8,1285,52.1,100,Medium
L47982,L,296.9,307.8,1571,35.0,102,Medium
H30217,H,296.9,307.8,1549,37.8,104,Medium
M15664,M,296.9,307.8,1544,37.6,109,Medium
M15665,M,297.0,307.9,1412,47.4,112,Medium
M15666,M,297.0,307.9,1422,53.0,115,Medium
L47987,L,297.0,307.7,1867,22.8,118,Medium
L47988,L,296.9,307.7,1424,43.3,120,Medium
L47989,L,296.9,307.6,1452,45.7,122,Medium
L47990,L,296.9,307.7,1550,39.7,124,Medium
L47991,L,296.8,307.6,1588,37.6,126,Medium
L47992,L,296.8,307.6,1338,44.4,128,Medium
L47993,L,296.8,307.6,1513,40.0,130,Medium
M15674,M,296.8,307.5,1470,45.9,132,Medium
M15675,M,296.8,307.5,1516,36.7,135,Medium
L47996,L,296.8,307.6,1434,48.3,138,Medium
L47997,L,296.8,307.6,1368,52.0,140,Medium
L47998,L,296.8,307.6,1304,48.7,142,Medium
L47999,L,296.8,307.6,1398,46.7,144,Medium
L48000,L,296.7,307.6,1516,37.4,146,Medium
L48001,L,296.7,307.6,1474,41.7,148,Medium
M15682,M,296.7,307.6,1547,34.7,150,Medium
M15683,M,296.6,307.5,1482,39.9,153,Medium
L48004,L,296.6,307.4,1436,42.8,156,Medium
L48005,L,296.6,307.3,1474,40.0,158,Medium
L48006,L,296.5,307.2,1481,38.2,160,Medium
L48007,L,296.5,307.3,1501,42.1,162,Medium
L48008,L,296.5,307.3,1566,37.2,164,Medium
L48009,L,296.5,307.3,1579,34.5,166,Medium
L48010,L,296.6,307.4,1631,35.0,168,Medium
M15691,M,296.6,307.4,1544,42.3,170,Medium
L48012,L,296.6,307.4,1521,38.6,173,Medium
L48013,L,296.6,307.4,1616,28.0,175,Medium
H30248,H,296.6,307.4,1333,50.2,177,Medium
M15695,M,296.7,307.4,1533,32.5,182,Critical
L48016,L,296.6,307.4,1368,45.1,185,Critical
L48017,L,296.6,307.4,1465,47.8,187,Critical
H30252,H,296.6,307.4,1406,41.5,189,Critical
M15699,M,296.5,307.4,1565,43.5,194,Critical
L48020,L,296.6,307.5,1582,37.9,197,Critical
L48021,L,296.6,307.5,1439,45.5,199,Critical
M15702,M,296.6,307.5,1566,35.0,201,Critical
L48023,L,296.6,307.5,1485,42.7,204,Critical
L48024,L,296.5,307.5,1566,35.1,206,Critical
L48025,L,296.3,307.3,1439,41.5,208,Critical
M15706,M,296.4,307.4,1416,50.0,210,Critical
L48027,L,296.4,307.4,2833,5.6,213,Critical
L48028,L,296.3,307.4,1465,47.1,215,Critical
H30263,H,296.4,307.4,1586,35.5,0,Healthy
L48030,L,296.3,307.3,1567,31.4,5,Healthy
M15711,M,296.2,307.2,1389,48.6,7,Healthy
M15712,M,296.3,307.3,1368,49.5,10,Healthy
L48033,L,296.3,307.3,1444,49.0,13,Healthy
M15714,M,296.3,307.3,1498,41.6,15,Healthy
L48035,L,296.1,307.2,1615,30.8,18,Healthy
L48036,L,296.1,307.1,1898,22.7,20,Healthy
M15717,M,296.1,307.1,1350,53.3,22,Healthy
M15718,M,296.2,307.0,1516,37.6,25,Healthy
H30273,H,296.2,307.0,1542,40.6,28,Healthy
H30274,H,296.1,306.9,1541,32.6,33,Healthy
M15721,M,296.1,306.9,1951,23.3,38,Healthy
H30276,H,296.1,306.8,1645,31.0,41,Healthy
L48043,L,296.0,306.7,1416,44.2,46,Healthy
M15724,M,296.0,306.7,2044,22.3,48,Healthy
L48045,L,295.9,306.6,1414,50.2,51,Healthy
L48046,L,295.9,306.6,1678,26.7,53,Healthy
H30281,H,295.9,306.5,1594,33.2,55,Healthy
M15728,M,295.8,306.5,1514,37.7,60,Healthy
L48049,L,295.8,306.5,1358,49.2,63,Healthy
L48050,L,295.8,306.4,1325,56.2,65,Healthy
L48051,L,295.8,306.4,1339,53.2,67,Healthy
M15732,M,295.8,306.4,1335,51.7,69,Healthy
L48053,L,295.9,306.4,1892,21.7,72,Healthy
L48054,L,295.9,306.4,1575,28.5,74,Healthy
M15735,M,295.8,306.3,1444,45.5,76,Healthy
L48056,L,295.7,306.3,1915,22.4,79,Healthy
M15737,M,295.6,306.2,1584,33.6,81,Medium
M15738,M,295.7,306.3,1685,34.9,84,Medium
L48059,L,295.8,306.3,1337,54.6,87,Medium
M15740,M,295.8,306.3,1235,76.2,89,Critical
L48061,L,295.7,306.2,1464,46.2,92,Medium
M15742,M,295.7,306.2,1739,25.9,94,Medium
L48063,L,295.7,306.3,1490,34.3,97,Medium
L48064,L,295.8,306.4,1356,48.0,99,Medium
L48065,L,295.7,306.2,1397,52.0,101,Medium
L48066,L,295.7,306.2,1458,40.6,103,Medium
H30301,H,295.7,306.2,2161,16.5,105,Medium
M15748,M,295.6,306.1,1651,28.1,110,Medium
L48069,L,295.6,306.1,1389,46.2,113,Medium
L48070,L,295.6,306.0,1370,52.4,115,Medium
L48071,L,295.7,306.1,1408,47.9,117,Medium
L48072,L,295.7,306.1,1343,54.4,119,Medium
M15753,M,295.7,306.2,1423,42.5,121,Medium
L48074,L,295.6,306.2,1426,48.6,124,Medium
M15755,M,295.6,306.2,1435,51.6,126,Medium
L48076,L,295.5,306.1,1573,35.1,129,Medium
L48077,L,295.6,306.2,1612,31.2,131,Medium
L48078,L,295.6,306.2,1446,49.9,133,Medium
H30313,H,295.6,306.2,1329,55.3,135,Medium
L48080,L,295.6,306.2,1569,35.1,140,Medium
H30315,H,295.6,306.1,1256,62.3,142,Medium
L48082,L,295.6,306.1,1383,48.7,147,Medium
L48083,L,295.7,306.2,2270,14.6,149,Critical
H30318,H,295.7,306.2,1458,49.8,151,Medium
L48085,L,295.6,306.1,1474,41.2,156,Medium
M15766,M,295.6,306.1,1462,49.2,158,Medium
M15767,M,295.6,306.1,1669,29.0,161,Medium
M15768,M,295.5,306.1,1822,24.3,164,Medium
L48089,L,295.5,306.0,1456,39.2,167,Medium
L48090,L,295.5,306.0,1546,35.9,169,Medium
M15771,M,295.6,306.1,1490,42.7,171,Medium
L48092,L,295.6,306.0,1569,40.4,174,Medium
L48093,L,295.5,306.0,1621,29.5,176,Medium
M15774,M,295.4,305.9,1518,40.6,178,Medium
M15775,M,295.4,305.8,1526,38.2,181,Critical
M15776,M,295.3,305.8,1589,36.2,184,Critical
L48097,L,295.3,305.7,1475,51.0,187,Critical
M15778,M,295.3,305.7,1473,38.5,189,Critical
L48099,L,295.4,305.8,1407,50.7,192,Critical
M15780,M,295.5,305.9,1518,44.1,194,Critical
H30335,H,295.5,305.9,1593,37.2,197,Critical
M15782,M,295.5,305.9,1380,52.4,202,Critical
M15783,M,295.5,306.0,1423,45.3,205,Critical
L48104,L,295.5,306.0,1800,27.6,208,Critical
H30339,H,295.6,306.1,1623,30.9,210,Critical
L48106,L,295.6,306.1,1372,55.6,215,Critical
H30341,H,295.6,306.0,1396,52.4,0,Healthy
L48108,L,295.6,306.0,1949,21.9,5,Healthy
L48109,L,295.6,306.0,1419,51.1,7,Healthy
M15790,M,295.5,305.9,1453,47.3,9,Healthy
L48111,L,295.5,305.9,1542,36.2,12,Healthy
L48112,L,295.6,306.0,1363,50.0,14,Healthy
L48113,L,295.5,306.0,1597,37.2,16,Healthy
M15794,M,295.5,306.0,1326,50.8,18,Healthy
M15795,M,295.5,306.0,1641,36.6,21,Healthy
M15796,M,295.6,306.1,1418,46.2,24,Healthy
L48117,L,295.6,306.2,1263,61.8,27,Healthy
L48118,L,295.6,306.2,1823,25.8,29,Healthy
L48119,L,295.5,306.1,1488,40.7,31,Healthy
L48120,L,295.6,306.2,1443,48.9,33,Healthy
L48121,L,295.6,306.2,1650,28.2,35,Healthy
M15802,M,295.7,306.3,1462,44.3,37,Healthy
M15803,M,295.6,306.2,1477,45.0,40,Healthy
M15804,M,295.7,306.3,1712,28.5,43,Healthy
M15805,M,295.7,306.3,1347,50.4,46,Healthy
L48126,L,295.6,306.2,1287,54.8,49,Healthy
L48127,L,295.6,306.2,1428,44.5,51,Healthy
M15808,M,295.6,306.3,1426,45.5,53,Healthy
L48129,L,295.6,306.3,1636,32.7,56,Healthy
L48130,L,295.6,306.2,1424,42.5,58,Healthy
H30365,H,295.6,306.3,1509,35.8,60,Healthy
L48132,L,295.5,306.2,1448,48.9,65,Healthy
L48133,L,295.5,306.1,1650,32.8,67,Healthy
H30368,H,295.6,306.2,1414,42.5,69,Healthy
L48135,L,295.6,306.3,1911,20.9,74,Healthy
H30370,H,295.6,306.2,1632,32.2,76,Healthy
M15817,M,295.7,306.4,1387,40.1,81,Medium
L48138,L,295.8,306.4,1399,47.6,84,Medium
L48139,L,295.8,306.5,1505,35.2,86,Medium
L48140,L,295.8,306.5,1534,37.9,88,Medium
L48141,L,295.8,306.5,1493,40.5,90,Medium
M15822,M,295.8,306.6,1480,43.2,92,Medium
L48143,L,295.8,306.6,1621,31.6,95,Medium
L48144,L,295.7,306.5,1737,26.2,97,Medium
L48145,L,295.8,306.6,1508,46.5,99,Medium
M15826,M,295.8,306.5,1641,32.2,101,Medium
M15827,M,295.9,306.6,1532,38.6,104,Medium
L48148,L,295.9,306.7,1547,40.9,107,Medium
L48149,L,295.9,306.6,1412,41.0,109,Medium
L48150,L,295.8,306.5,1568,35.1,111,Medium
L48151,L,295.9,306.6,1557,41.1,113,Medium
L48152,L,295.8,306.6,1644,35.2,115,Medium
L48153,L,295.9,306.6,1679,30.4,117,Medium
L48154,L,296.0,306.6,1511,35.2,119,Medium
M15835,M,296.0,306.6,1628,36.8,121,Medium
M15836,M,296.0,306.6,1392,51.3,124,Medium
L48157,L,296.0,306.7,1917,21.0,127,Medium
M15838,M,296.2,306.8,1526,42.3,129,Medium
L48159,L,296.2,306.8,1389,53.3,132,Medium
L48160,L,296.1,306.7,1409,42.8,134,Medium
L48161,L,296.2,306.8,1655,31.1,136,Medium
L48162,L,296.2,306.9,1516,39.1,138,Medium
L48163,L,296.2,306.9,1526,34.9,140,Medium
L48164,L,296.3,307.1,1419,48.6,142,Medium
L48165,L,296.4,307.2,1748,25.3,144,Medium
H30400,H,296.4,307.1,1638,32.5,146,Medium
M15847,M,296.3,307.1,1534,33.8,151,Medium
H30402,H,296.3,307.1,1774,25.9,154,Medium
M15849,M,296.2,307.0,2119,18.3,159,Medium
L48170,L,296.2,307.0,1414,48.3,162,Medium
M15851,M,296.1,307.0,1523,42.0,164,Medium
L48172,L,296.1,307.1,1651,35.7,167,Medium
M15853,M,296.1,307.1,1485,36.0,169,Medium
M15854,M,296.2,307.2,1168,63.4,172,Medium
L48175,L,296.3,307.3,1566,35.8,175,Medium
M15856,M,296.3,307.2,1286,51.1,177,Medium
M15857,M,296.3,307.2,1446,45.9,180,Critical
M15858,M,296.4,307.2,2071,19.4,183,Critical
L48179,L,296.3,307.1,1560,33.2,186,Critical
L48180,L,296.3,307.1,1654,29.6,188,Critical
L48181,L,296.3,307.1,1662,32.9,190,Critical
L48182,L,296.3,307.2,1646,35.0,192,Critical
L48183,L,296.2,307.1,1444,46.7,194,Critical
H30418,H,296.3,307.2,1424,42.0,196,Critical
L48185,L,296.2,307.2,1382,52.0,201,Critical
L48186,L,296.2,307.1,1413,53.4,203,Critical
M15867,M,296.2,307.2,1633,31.1,0,Healthy
L48188,L,296.2,307.1,1441,41.7,3,Healthy
M15869,M,296.2,307.2,1385,44.0,5,Healthy
M15870,M,296.2,307.2,1552,34.8,8,Healthy
M15871,M,296.2,307.3,1451,42.8,11,Healthy
M15872,M,296.1,307.1,1433,38.5,14,Healthy
M15873,M,296.1,307.2,1619,29.7,17,Healthy
L48194,L,296.2,307.2,1445,41.8,20,Healthy
L48195,L,296.2,307.2,1356,43.6,22,Healthy
M15876,M,296.3,307.2,1319,68.3,24,Critical
L48197,L,296.3,307.2,1637,31.6,27,Healthy
