machine_id,machine_type,air_temperature,process_temperature,rotational_speed,torque,tool_wear,health,maintenance_count,last_service_days,next_service_days,maintenance_type,total_downtime_hours,maintenance_cost,last_failure,operating_hours,estimated_age_years,remaining_useful_life_years,utilization_percent,health_trend,annual_maintenance,retrofit_cost,replacement_cost,expected_life_years,energy_cost_per_year,resale_value,production_loss_per_day
M15023,M,298.4,308.2,1468,43.8,2,Healthy,1,119,179,Preventive,0,750,No,3026,1.2,8.8,48.9,Stable,4500,15000,45000,7,2800,9000,1500
M15024,M,298.5,308.3,1440,43.6,5,Healthy,1,118,178,Preventive,0,750,No,3105,1.2,8.8,48.0,Stable,4500,15000,45000,7,2800,9000,1500
L47345,L,298.5,308.4,1733,26.0,8,Healthy,1,116,176,Preventive,0,450,No,3826,1.5,8.5,57.8,Stable,2500,8000,25000,5,1500,5000,800
H29580,H,298.4,308.2,1612,32.6,10,Healthy,1,115,175,Preventive,0,1150,No,3674,1.5,8.5,53.7,Stable,7000,25000,70000,10,4200,15000,2500
H29581,H,298.4,308.3,1458,42.9,15,Healthy,1,113,173,Preventive,1,1150,No,3591,1.4,8.6,48.6,Stable,7000,25000,70000,10,4200,15000,2500
L47348,L,298.4,308.3,1433,62.3,20,Critical,3,110,170,Emergency,25,750,Yes,3766,1.5,8.5,47.8,Critical,2500,8000,25000,5,1500,5000,800
L47349,L,298.4,308.3,1318,59.1,22,Healthy,1,109,169,Preventive,1,450,No,3626,1.5,8.5,43.9,Stable,2500,8000,25000,5,1500,5000,800
M15030,M,298.4,308.2,1610,35.0,24,Healthy,1,108,168,Preventive,2,750,No,4300,1.7,8.3,53.7,Stable,4500,15000,45000,7,2800,9000,1500
L47351,L,298.2,308.1,1462,50.8,27,Healthy,1,107,167,Preventive,2,450,No,4139,1.7,8.3,48.7,Stable,2500,8000,25000,5,1500,5000,800
M15032,M,298.1,308.0,1924,20.8,29,Healthy,1,106,166,Preventive,2,750,No,5153,2.1,7.9,64.1,Stable,4500,15000,45000,7,2800,9000,1500
M15033,M,298.2,308.0,1591,33.7,32,Healthy,1,104,164,Preventive,2,750,No,4622,1.8,8.2,53.0,Stable,4500,15000,45000,7,2800,9000,1500
L47354,L,298.2,308.1,1306,58.3,35,Healthy,2,103,163,Preventive,2,600,No,4187,1.7,8.3,43.5,Stable,2500,8000,25000,5,1500,5000,800
L47355,L,298.2,308.1,1382,43.5,37,Healthy,2,102,162,Preventive,3,600,No,4429,1.8,8.2,46.1,Stable,2500,8000,25000,5,1500,5000,800
L47356,L,298.2,308.1,1618,34.7,39,Healthy,2,101,161,Preventive,3,600,No,4991,2.0,8.0,53.9,Stable,2500,8000,25000,5,1500,5000,800
L47357,L,298.2,308.2,1988,21.4,41,Healthy,2,100,160,Preventive,3,600,No,5821,2.3,7.7,66.3,Stable,2500,8000,25000,5,1500,5000,800
L47358,L,298.2,308.2,1436,50.2,43,Healthy,2,99,159,Preventive,3,600,No,4807,1.9,8.1,47.9,Stable,2500,8000,25000,5,1500,5000,800
L47359,L,298.2,308.3,1304,49.8,45,Healthy,2,98,158,Preventive,3,600,No,4633,1.9,8.1,43.5,Stable,2500,8000,25000,5,1500,5000,800
L47360,L,298.2,308.3,1475,49.9,47,Healthy,2,97,157,Preventive,3,600,No,5065,2.0,8.0,49.2,Stable,2500,8000,25000,5,1500,5000,800
H29595,H,298.2,308.3,1824,24.2,49,Healthy,2,96,156,Preventive,4,1300,No,5853,2.3,7.7,60.8,Stable,7000,25000,70000,10,4200,15000,2500
M15042,M,298.1,308.2,1342,48.1,54,Healthy,2,93,153,Preventive,4,900,No,5114,2.0,8.0,44.7,Stable,4500,15000,45000,7,2800,9000,1500
L47363,L,298.1,308.2,1485,40.7,57,Healthy,2,92,152,Preventive,4,600,No,5535,2.2,7.8,49.5,Stable,2500,8000,25000,5,1500,5000,800
L47364,L,298.2,308.2,1667,30.6,59,Healthy,2,91,151,Preventive,4,600,No,5989,2.4,7.6,55.6,Stable,2500,8000,25000,5,1500,5000,800
L47365,L,298.2,308.2,1446,38.2,61,Healthy,2,90,150,Preventive,5,600,No,5637,2.3,7.7,48.2,Stable,2500,8000,25000,5,1500,5000,800
L47366,L,298.1,308.3,1301,56.0,63,Healthy,2,89,149,Preventive,5,600,No,5437,2.2,7.8,43.4,Stable,2500,8000,25000,5,1500,5000,800
L47367,L,298.2,308.4,1379,43.1,65,Healthy,2,88,148,Preventive,5,600,No,5683,2.3,7.7,46.0,Stable,2500,8000,25000,5,1500,5000,800
L47368,L,298.3,308.5,1606,33.6,67,Healthy,2,87,147,Preventive,5,600,No,6227,2.5,7.5,53.5,Stable,2500,8000,25000,5,1500,5000,800
M15049,M,298.3,308.4,1539,43.4,69,Healthy,2,86,146,Preventive,5,900,No,6183,2.5,7.5,51.3,Stable,4500,15000,45000,7,2800,9000,1500
L47370,L,298.2,308.4,1477,49.9,72,Healthy,3,84,144,Preventive,6,750,No,6194,2.5,7.5,49.2,Stable,2500,8000,25000,5,1500,5000,800
L47371,L,298.2,308.4,1666,34.6,74,Healthy,3,83,143,Preventive,6,750,No,6662,2.7,7.3,55.5,Stable,2500,8000,25000,5,1500,5000,800
H29606,H,298.2,308.4,1398,51.8,76,Healthy,3,82,142,Preventive,6,1450,No,6216,2.5,7.5,46.6,Stable,7000,25000,70000,10,4200,15000,2500
H29607,H,298.2,308.4,1678,34.6,81,Medium,3,80,140,Preventive,6,1450,No,7001,2.8,7.2,55.9,Declining,7000,25000,70000,10,4200,15000,2500
M15054,M,298.2,308.5,2678,10.7,86,Critical,5,77,137,Emergency,31,1350,Yes,9226,3.7,6.3,89.3,Critical,4500,15000,45000,7,2800,9000,1500
L47375,L,298.3,308.5,1453,42.9,89,Medium,3,76,136,Preventive,7,750,No,6911,2.8,7.2,48.4,Declining,2500,8000,25000,5,1500,5000,800
H29610,H,298.3,308.6,1432,49.5,91,Medium,3,75,135,Preventive,7,1450,No,6959,2.8,7.2,47.7,Declining,7000,25000,70000,10,4200,15000,2500
M15057,M,298.4,308.6,1527,40.9,96,Medium,3,72,132,Preventive,8,1050,No,7374,2.9,7.1,50.9,Declining,4500,15000,45000,7,2800,9000,1500
L47378,L,298.4,308.7,1588,35.0,99,Medium,3,71,131,Preventive,8,750,No,7631,3.1,6.9,52.9,Declining,2500,8000,25000,5,1500,5000,800
L47379,L,298.4,308.6,1433,47.1,101,Medium,3,70,130,Preventive,8,750,No,7411,3.0,7.0,47.8,Declining,2500,8000,25000,5,1500,5000,800
L47380,L,298.4,308.6,1609,35.0,103,Medium,3,69,129,Preventive,8,750,No,7853,3.1,6.9,53.6,Declining,2500,8000,25000,5,1500,5000,800
L47381,L,298.3,308.5,1575,41.2,105,Medium,4,68,128,Preventive,8,900,No,7875,3.2,6.8,52.5,Declining,2500,8000,25000,5,1500,5000,800
M15062,M,298.4,308.5,1636,35.7,107,Medium,4,67,127,Preventive,8,1200,No,8087,3.2,6.8,54.5,Declining,4500,15000,45000,7,2800,9000,1500
L47383,L,298.4,308.5,1490,37.9,110,Medium,4,65,125,Preventive,9,900,No,7930,3.2,6.8,49.7,Declining,2500,8000,25000,5,1500,5000,800
L47384,L,298.4,308.5,1741,32.8,112,Medium,4,64,124,Preventive,9,900,No,8522,3.4,6.6,58.0,Declining,2500,8000,25000,5,1500,5000,800
M15065,M,298.5,308.6,1344,53.0,114,Medium,4,63,123,Preventive,9,1200,No,7818,3.1,6.9,44.8,Declining,4500,15000,45000,7,2800,9000,1500
L47386,L,298.5,308.7,1609,35.3,117,Medium,4,62,122,Preventive,9,900,No,8483,3.4,6.6,53.6,Declining,2500,8000,25000,5,1500,5000,800
M15067,M,298.4,308.7,1421,60.7,119,Critical,6,61,121,Emergency,33,1500,Yes,8197,3.3,6.7,47.4,Critical,4500,15000,45000,7,2800,9000,1500
L47388,L,298.4,308.6,1591,36.7,122,Medium,4,59,119,Corrective,10,900,No,8672,3.5,6.5,53.0,Declining,2500,8000,25000,5,1500,5000,800
L47389,L,298.4,308.6,1477,44.0,124,Medium,4,58,118,Corrective,10,900,No,8534,3.4,6.6,49.2,Declining,2500,8000,25000,5,1500,5000,800
L47390,L,298.4,308.7,1523,36.1,126,Medium,4,57,117,Corrective,10,900,No,8716,3.5,6.5,50.8,Declining,2500,8000,25000,5,1500,5000,800
L47391,L,298.5,308.7,1575,33.9,128,Medium,4,56,116,Corrective,10,900,No,8910,3.6,6.4,52.5,Declining,2500,8000,25000,5,1500,5000,800
H29626,H,298.4,308.7,1344,52.9,130,Medium,4,55,115,Corrective,10,1600,No,8538,3.4,6.6,44.8,Declining,7000,25000,70000,10,4200,15000,2500
L47393,L,298.4,308.7,1386,44.9,135,Medium,4,53,113,Corrective,11,900,No,8847,3.5,6.5,46.2,Declining,2500,8000,25000,5,1500,5000,800
M15074,M,298.3,308.6,1589,37.1,137,Medium,4,52,112,Corrective,11,1200,No,9343,3.7,6.3,53.0,Declining,4500,15000,45000,7,2800,9000,1500
L47395,L,298.3,308.6,1548,40.3,140,Medium,5,50,110,Corrective,11,1050,No,9396,3.8,6.2,51.6,Declining,2500,8000,25000,5,1500,5000,800
L47396,L,298.3,308.6,1499,38.3,142,Medium,5,49,109,Corrective,11,1050,No,9388,3.8,6.2,50.0,Declining,2500,8000,25000,5,1500,5000,800
L47397,L,298.3,308.5,1664,31.6,144,Medium,5,48,108,Corrective,12,1050,No,9808,3.9,6.1,55.5,Declining,2500,8000,25000,5,1500,5000,800
L47398,L,298.3,308.6,1447,38.1,146,Medium,5,47,107,Corrective,12,1050,No,9464,3.8,6.2,48.2,Declining,2500,8000,25000,5,1500,5000,800
M15079,M,298.3,308.5,1434,46.2,148,Medium,5,46,106,Corrective,12,1350,No,9528,3.8,6.2,47.8,Declining,4500,15000,45000,7,2800,9000,1500
L47400,L,298.3,308.5,1416,52.7,151,Medium,5,45,105,Corrective,12,1050,No,9627,3.9,6.1,47.2,Declining,2500,8000,25000,5,1500,5000,800
H29635,H,298.4,308.5,1827,24.3,153,Medium,5,44,104,Corrective,12,1750,No,10539,4.2,5.8,60.9,Declining,7000,25000,70000,10,4200,15000,2500
L47402,L,298.4,308.6,1304,45.0,158,Medium,5,41,101,Corrective,13,1050,No,9718,3.9,6.1,43.5,Declining,2500,8000,25000,5,1500,5000,800
L47403,L,298.4,308.6,1569,34.4,160,Medium,5,40,100,Corrective,13,1050,No,10338,4.1,5.9,52.3,Declining,2500,8000,25000,5,1500,5000,800
L47404,L,298.3,308.6,1584,29.3,162,Medium,5,39,99,Corrective,13,1050,No,10458,4.2,5.8,52.8,Declining,2500,8000,25000,5,1500,5000,800
L47405,L,298.3,308.5,1362,53.8,164,Medium,5,38,98,Corrective,13,1050,No,10104,4.0,6.0,45.4,Declining,2500,8000,25000,5,1500,5000,800
L47406,L,298.3,308.4,1329,49.2,166,Medium,5,37,97,Corrective,13,1050,No,10128,4.1,5.9,44.3,Declining,2500,8000,25000,5,1500,5000,800
L47407,L,298.3,308.5,1539,36.1,168,Medium,5,36,96,Corrective,14,1050,No,10638,4.3,5.7,51.3,Declining,2500,8000,25000,5,1500,5000,800
M15088,M,298.3,308.5,1629,37.1,170,Medium,5,35,95,Corrective,14,1350,No,10908,4.4,5.6,54.3,Declining,4500,15000,45000,7,2800,9000,1500
L47409,L,298.3,308.5,1538,32.2,173,Medium,5,34,94,Corrective,14,1050,No,10861,4.3,5.7,51.3,Declining,2500,8000,25000,5,1500,5000,800
L47410,L,298.3,308.6,1570,34.8,175,Medium,6,33,93,Corrective,14,1200,No,11015,4.4,5.6,52.3,Declining,2500,8000,25000,5,1500,5000,800
L47411,L,298.3,308.4,1408,43.1,177,Medium,6,32,92,Corrective,14,1200,No,10781,4.3,5.7,46.9,Declining,2500,8000,25000,5,1500,5000,800
L47412,L,298.2,308.4,1424,47.6,179,Medium,6,31,91,Corrective,14,1200,No,10903,4.4,5.6,47.5,Declining,2500,8000,25000,5,1500,5000,800
L47413,L,298.2,308.4,1512,34.9,181,Critical,6,30,90,Corrective,15,1200,No,11169,4.5,5.5,50.4,Critical,2500,8000,25000,5,1500,5000,800
L47414,L,298.2,308.4,1478,42.9,183,Critical,6,29,89,Corrective,15,1200,No,11191,4.5,5.5,49.3,Critical,2500,8000,25000,5,1500,5000,800
M15095,M,298.1,308.3,1680,33.7,185,Critical,6,28,88,Corrective,15,1500,No,11685,4.7,5.3,56.0,Critical,4500,15000,45000,7,2800,9000,1500
L47416,L,298.1,308.3,1495,38.7,188,Critical,6,26,86,Corrective,15,1200,No,11450,4.6,5.4,49.8,Critical,2500,8000,25000,5,1500,5000,800
M15097,M,298.0,308.1,1552,36.6,190,Critical,6,25,85,Corrective,15,1500,No,11654,4.7,5.3,51.7,Critical,4500,15000,45000,7,2800,9000,1500
L47418,L,297.9,308.1,1393,50.3,193,Critical,6,24,84,Corrective,16,1200,No,11471,4.6,5.4,46.4,Critical,2500,8000,25000,5,1500,5000,800
L47419,L,298.0,308.2,1611,30.6,195,Critical,6,23,83,Corrective,16,1200,No,11997,4.8,5.2,53.7,Critical,2500,8000,25000,5,1500,5000,800
M15100,M,298.0,308.1,1339,51.6,197,Critical,6,22,82,Corrective,16,1500,No,11543,4.6,5.4,44.6,Critical,4500,15000,45000,7,2800,9000,1500
L47421,L,298.0,308.1,1777,24.3,200,Critical,6,20,80,Corrective,16,1200,No,12554,5.0,5.0,59.2,Critical,2500,8000,25000,5,1500,5000,800
L47422,L,298.0,308.2,1348,58.8,202,Critical,8,19,79,Emergency,40,1500,Yes,11786,4.7,5.3,44.9,Critical,2500,8000,25000,5,1500,5000,800
L47423,L,298.0,308.2,1442,44.1,204,Critical,6,18,78,Corrective,17,1200,No,12064,4.8,5.2,48.1,Critical,2500,8000,25000,5,1500,5000,800
M15104,M,298.0,308.2,1395,49.1,206,Critical,6,17,77,Corrective,17,1500,No,12060,4.8,5.2,46.5,Critical,4500,15000,45000,7,2800,9000,1500
M15105,M,297.9,308.1,1627,31.4,209,Critical,6,16,76,Corrective,17,1500,No,12659,5.1,4.9,54.2,Critical,4500,15000,45000,7,2800,9000,1500
L47426,L,297.9,308.1,1585,33.5,212,Critical,7,14,74,Corrective,17,1350,No,12710,5.1,4.9,52.8,Critical,2500,8000,25000,5,1500,5000,800
L47427,L,298.0,308.2,1469,45.5,214,Critical,7,13,73,Corrective,17,1350,No,12568,5.0,5.0,49.0,Critical,2500,8000,25000,5,1500,5000,800
L47428,L,298.0,308.3,1362,56.8,216,Critical,9,12,72,Emergency,42,1650,Yes,12444,5.0,5.0,45.4,Critical,2500,8000,25000,5,1500,5000,800
L47429,L,298.0,308.3,1405,56.2,218,Critical,9,11,71,Emergency,42,1650,Yes,12620,5.0,5.0,46.8,Critical,2500,8000,25000,5,1500,5000,800
L47430,L,298.0,308.3,1662,32.7,0,Healthy,1,120,180,Preventive,0,450,No,3324,1.3,8.7,55.4,Stable,2500,8000,25000,5,1500,5000,800
M15111,M,298.0,308.2,1466,42.6,2,Healthy,1,119,179,Preventive,0,750,No,3022,1.2,8.8,48.9,Stable,4500,15000,45000,7,2800,9000,1500
L47432,L,298.0,308.2,1620,35.8,5,Healthy,1,118,178,Preventive,0,450,No,3465,1.4,8.6,54.0,Stable,2500,8000,25000,5,1500,5000,800
L47433,L,298.0,308.2,1357,48.2,7,Healthy,1,117,177,Preventive,0,450,No,3029,1.2,8.8,45.2,Stable,2500,8000,25000,5,1500,5000,800
L47434,L,298.0,308.2,1514,37.9,9,Healthy,1,116,176,Preventive,0,450,No,3433,1.4,8.6,50.5,Stable,2500,8000,25000,5,1500,5000,800
L47435,L,298.0,308.2,1489,40.4,11,Healthy,1,115,175,Preventive,0,450,No,3473,1.4,8.6,49.6,Stable,2500,8000,25000,5,1500,5000,800
L47436,L,298.1,308.3,1331,63.0,13,Healthy,1,114,174,Preventive,1,450,No,3247,1.3,8.7,44.4,Stable,2500,8000,25000,5,1500,5000,800
L47437,L,298.0,308.0,1615,29.5,15,Healthy,1,113,173,Preventive,1,450,No,3905,1.6,8.4,53.8,Stable,2500,8000,25000,5,1500,5000,800
L47438,L,298.1,308.2,1482,37.9,17,Healthy,1,112,172,Preventive,1,450,No,3729,1.5,8.5,49.4,Stable,2500,8000,25000,5,1500,5000,800
M15119,M,298.1,308.2,1420,63.9,19,Critical,3,111,171,Emergency,25,1050,Yes,3695,1.5,8.5,47.3,Critical,4500,15000,45000,7,2800,9000,1500
M15120,M,298.2,308.3,1522,49.1,22,Healthy,1,109,169,Preventive,1,750,No,4034,1.6,8.4,50.7,Stable,4500,15000,45000,7,2800,9000,1500
L47441,L,298.1,308.2,1654,32.1,25,Healthy,1,108,168,Preventive,2,450,No,4433,1.8,8.2,55.1,Stable,2500,8000,25000,5,1500,5000,800
M15122,M,298.1,308.2,1736,26.8,27,Healthy,1,107,167,Preventive,2,750,No,4687,1.9,8.1,57.9,Stable,4500,15000,45000,7,2800,9000,1500
M15123,M,298.0,308.1,1587,32.3,30,Healthy,1,105,165,Preventive,2,750,No,4524,1.8,8.2,52.9,Stable,4500,15000,45000,7,2800,9000,1500
L47444,L,298.1,308.2,1390,47.5,33,Healthy,1,104,164,Preventive,2,450,No,4265,1.7,8.3,46.3,Stable,2500,8000,25000,5,1500,5000,800
L47445,L,298.0,308.1,1454,37.1,35,Healthy,2,103,163,Preventive,2,600,No,4483,1.8,8.2,48.5,Stable,2500,8000,25000,5,1500,5000,800
H29680,H,298.0,308.1,1440,43.7,37,Healthy,2,102,162,Preventive,3,1300,No,4545,1.8,8.2,48.0,Stable,7000,25000,70000,10,4200,15000,2500
L47447,L,297.9,308.0,1954,21.1,42,Healthy,2,99,159,Preventive,3,600,No,5798,2.3,7.7,65.1,Stable,2500,8000,25000,5,1500,5000,800
H29682,H,297.9,308.0,1800,24.8,44,Healthy,2,98,158,Preventive,3,1300,No,5580,2.2,7.8,60.0,Stable,7000,25000,70000,10,4200,15000,2500
L47449,L,298.0,308.0,1524,37.0,49,Healthy,2,96,156,Preventive,4,600,No,5253,2.1,7.9,50.8,Stable,2500,8000,25000,5,1500,5000,800
H29684,H,298.0,308.0,1520,39.6,51,Healthy,2,95,155,Preventive,4,1300,No,5335,2.1,7.9,50.7,Stable,7000,25000,70000,10,4200,15000,2500
M15131,M,298.1,308.1,1452,40.8,56,Healthy,2,92,152,Preventive,4,900,No,5424,2.2,7.8,48.4,Stable,4500,15000,45000,7,2800,9000,1500
L47452,L,298.1,308.1,1484,40.4,59,Healthy,2,91,151,Preventive,4,600,No,5623,2.2,7.8,49.5,Stable,2500,8000,25000,5,1500,5000,800
L47453,L,298.1,308.0,1426,46.0,61,Healthy,2,90,150,Preventive,5,600,No,5597,2.2,7.8,47.5,Stable,2500,8000,25000,5,1500,5000,800
L47454,L,298.1,308.0,1652,28.5,63,Healthy,2,89,149,Preventive,5,600,No,6139,2.5,7.5,55.1,Stable,2500,8000,25000,5,1500,5000,800
L47455,L,298.0,308.0,1401,54.7,65,Healthy,2,88,148,Preventive,5,600,No,5727,2.3,7.7,46.7,Stable,2500,8000,25000,5,1500,5000,800
M15136,M,298.0,307.9,1750,26.6,67,Healthy,2,87,147,Preventive,5,900,No,6515,2.6,7.4,58.3,Stable,4500,15000,45000,7,2800,9000,1500
H29691,H,298.0,308.0,1479,50.7,70,Healthy,3,85,145,Preventive,5,1450,No,6108,2.4,7.6,49.3,Stable,7000,25000,70000,10,4200,15000,2500
M15138,M,298.0,308.0,1620,29.4,75,Healthy,3,83,143,Preventive,6,1050,No,6615,2.6,7.4,54.0,Stable,4500,15000,45000,7,2800,9000,1500
L47459,L,298.0,308.1,1819,23.4,78,Healthy,3,81,141,Preventive,6,750,No,7148,2.9,7.1,60.6,Stable,2500,8000,25000,5,1500,5000,800
M15140,M,298.1,308.1,1456,43.7,80,Medium,3,80,140,Preventive,6,1050,No,6512,2.6,7.4,48.5,Declining,4500,15000,45000,7,2800,9000,1500
L47461,L,298.1,308.0,1626,36.5,83,Medium,3,79,139,Preventive,6,750,No,6987,2.8,7.2,54.2,Declining,2500,8000,25000,5,1500,5000,800
M15142,M,298.1,308.1,1390,49.8,85,Medium,3,78,138,Preventive,7,1050,No,6605,2.6,7.4,46.3,Declining,4500,15000,45000,7,2800,9000,1500
L47463,L,298.2,308.2,1469,43.0,88,Medium,3,76,136,Preventive,7,750,No,6898,2.8,7.2,49.0,Declining,2500,8000,25000,5,1500,5000,800
L47464,L,298.2,308.3,2051,19.2,90,Medium,3,75,135,Preventive,7,750,No,8152,3.3,6.7,68.4,Declining,2500,8000,25000,5,1500,5000,800
L47465,L,298.2,308.3,1568,36.0,92,Medium,3,74,134,Preventive,7,750,No,7276,2.9,7.1,52.3,Declining,2500,8000,25000,5,1500,5000,800
L47466,L,298.2,308.3,1589,33.2,94,Medium,3,73,133,Preventive,7,750,No,7408,3.0,7.0,53.0,Declining,2500,8000,25000,5,1500,5000,800
L47467,L,298.2,308.3,1805,31.6,96,Medium,3,72,132,Preventive,8,750,No,7930,3.2,6.8,60.2,Declining,2500,8000,25000,5,1500,5000,800
H29702,H,298.2,308.4,1385,42.2,98,Medium,3,71,131,Preventive,8,1450,No,7180,2.9,7.1,46.2,Declining,7000,25000,70000,10,4200,15000,2500
L47469,L,298.1,308.4,1436,46.7,103,Medium,3,69,129,Preventive,8,750,No,7507,3.0,7.0,47.9,Declining,2500,8000,25000,5,1500,5000,800
L47470,L,298.1,308.4,1438,45.6,105,Medium,4,68,128,Preventive,8,900,No,7601,3.0,7.0,47.9,Declining,2500,8000,25000,5,1500,5000,800
L47471,L,298.0,308.3,1473,42.6,107,Medium,4,67,127,Preventive,8,900,No,7761,3.1,6.9,49.1,Declining,2500,8000,25000,5,1500,5000,800
L47472,L,298.1,308.4,1335,40.2,109,Medium,4,66,126,Preventive,9,900,No,7575,3.0,7.0,44.5,Declining,2500,8000,25000,5,1500,5000,800
H29707,H,298.1,308.5,1392,44.8,111,Medium,4,65,125,Preventive,9,1600,No,7779,3.1,6.9,46.4,Declining,7000,25000,70000,10,4200,15000,2500
M15154,M,298.1,308.5,1372,51.1,116,Medium,4,62,122,Preventive,9,1200,No,7964,3.2,6.8,45.7,Declining,4500,15000,45000,7,2800,9000,1500
M15155,M,298.1,308.6,1716,30.7,119,Medium,4,61,121,Preventive,9,1200,No,8787,3.5,6.5,57.2,Declining,4500,15000,45000,7,2800,9000,1500
L47476,L,298.0,308.5,1395,46.2,122,Medium,4,59,119,Corrective,10,900,No,8280,3.3,6.7,46.5,Declining,2500,8000,25000,5,1500,5000,800
L47477,L,298.0,308.5,1713,25.3,124,Medium,4,58,118,Corrective,10,900,No,9006,3.6,6.4,57.1,Declining,2500,8000,25000,5,1500,5000,800
H29712,H,297.9,308.5,2129,18.7,126,Medium,4,57,117,Corrective,10,1600,No,9928,4.0,6.0,71.0,Declining,7000,25000,70000,10,4200,15000,2500
M15159,M,297.8,308.3,1567,35.6,131,Medium,4,55,115,Corrective,10,1200,No,9029,3.6,6.4,52.2,Declining,4500,15000,45000,7,2800,9000,1500
L47480,L,297.8,308.4,1622,38.3,134,Medium,4,53,113,Corrective,11,900,No,9274,3.7,6.3,54.1,Declining,2500,8000,25000,5,1500,5000,800
L47481,L,297.7,308.4,1740,27.1,136,Medium,4,52,112,Corrective,11,900,No,9600,3.8,6.2,58.0,Declining,2500,8000,25000,5,1500,5000,800
H29716,H,297.8,308.4,1512,35.1,138,Medium,4,51,111,Corrective,11,1600,No,9234,3.7,6.3,50.4,Declining,7000,25000,70000,10,4200,15000,2500
M15163,M,297.8,308.4,1479,43.5,143,Medium,5,49,109,Corrective,11,1350,No,9393,3.8,6.2,49.3,Declining,4500,15000,45000,7,2800,9000,1500
L47484,L,297.8,308.4,1737,27.5,146,Medium,5,47,107,Corrective,12,1050,No,10044,4.0,6.0,57.9,Declining,2500,8000,25000,5,1500,5000,800
L47485,L,297.8,308.4,2129,19.2,148,Medium,5,46,106,Corrective,12,1050,No,10918,4.4,5.6,71.0,Declining,2500,8000,25000,5,1500,5000,800
L47486,L,297.8,308.4,1374,47.1,150,Medium,5,45,105,Corrective,12,1050,No,9498,3.8,6.2,45.8,Declining,2500,8000,25000,5,1500,5000,800
M15167,M,297.8,308.4,1579,36.6,152,Medium,5,44,104,Corrective,12,1350,No,9998,4.0,6.0,52.6,Declining,4500,15000,45000,7,2800,9000,1500
L47488,L,297.9,308.5,1305,47.2,155,Medium,5,43,103,Corrective,12,1050,No,9585,3.8,6.2,43.5,Declining,2500,8000,25000,5,1500,5000,800
M15169,M,297.9,308.5,1449,40.8,157,Medium,5,42,102,Corrective,13,1350,No,9963,4.0,6.0,48.3,Declining,4500,15000,45000,7,2800,9000,1500
H29724,H,298.0,308.6,1526,41.8,160,Medium,5,40,100,Corrective,13,1750,No,10252,4.1,5.9,50.9,Declining,7000,25000,70000,10,4200,15000,2500
M15171,M,298.0,308.6,1453,44.1,165,Medium,5,38,98,Corrective,13,1350,No,10331,4.1,5.9,48.4,Declining,4500,15000,45000,7,2800,9000,1500
L47492,L,297.9,308.6,1468,36.0,168,Medium,5,36,96,Corrective,14,1050,No,10496,4.2,5.8,48.9,Declining,2500,8000,25000,5,1500,5000,800
L47493,L,298.0,308.6,1313,50.8,170,Medium,5,35,95,Corrective,14,1050,No,10276,4.1,5.9,43.8,Declining,2500,8000,25000,5,1500,5000,800
M15174,M,297.9,308.5,1300,53.0,172,Medium,5,34,94,Corrective,14,1350,No,10340,4.1,5.9,43.3,Declining,4500,15000,45000,7,2800,9000,1500
L47495,L,297.9,308.4,1646,40.6,175,Medium,6,33,93,Corrective,14,1200,No,11167,4.5,5.5,54.9,Declining,2500,8000,25000,5,1500,5000,800
L47496,L,297.8,308.4,1714,33.2,177,Medium,6,32,92,Corrective,14,1200,No,11393,4.6,5.4,57.1,Declining,2500,8000,25000,5,1500,5000,800
L47497,L,297.8,308.4,1685,28.4,179,Medium,6,31,91,Corrective,14,1200,No,11425,4.6,5.4,56.2,Declining,2500,8000,25000,5,1500,5000,800
L47498,L,297.8,308.4,1512,39.9,181,Critical,6,30,90,Corrective,15,1200,No,11169,4.5,5.5,50.4,Critical,2500,8000,25000,5,1500,5000,800
L47499,L,297.8,308.4,1612,32.1,183,Critical,6,29,89,Corrective,15,1200,No,11459,4.6,5.4,53.7,Critical,2500,8000,25000,5,1500,5000,800
H29734,H,297.8,308.4,1550,38.2,185,Critical,6,28,88,Corrective,15,1900,No,11425,4.6,5.4,51.7,Critical,7000,25000,70000,10,4200,15000,2500
L47501,L,297.8,308.4,1518,32.5,190,Critical,6,25,85,Corrective,15,1200,No,11586,4.6,5.4,50.6,Critical,2500,8000,25000,5,1500,5000,800
L47502,L,297.8,308.5,1448,40.0,192,Critical,6,24,84,Corrective,16,1200,No,11536,4.6,5.4,48.3,Critical,2500,8000,25000,5,1500,5000,800
L47503,L,297.8,308.5,1561,46.3,194,Critical,6,23,83,Corrective,16,1200,No,11852,4.7,5.3,52.0,Critical,2500,8000,25000,5,1500,5000,800
M15184,M,297.8,308.5,1488,41.9,196,Critical,6,22,82,Corrective,16,1500,No,11796,4.7,5.3,49.6,Critical,4500,15000,45000,7,2800,9000,1500
L47505,L,297.8,308.5,1699,27.8,199,Critical,6,21,81,Corrective,16,1200,No,12353,4.9,5.1,56.6,Critical,2500,8000,25000,5,1500,5000,800
L47506,L,297.7,308.5,1501,41.4,201,Critical,6,20,80,Corrective,16,1200,No,12047,4.8,5.2,50.0,Critical,2500,8000,25000,5,1500,5000,800
L47507,L,297.7,308.5,1373,56.7,203,Critical,8,19,79,Emergency,40,1500,Yes,11881,4.8,5.2,45.8,Critical,2500,8000,25000,5,1500,5000,800
