machine_id,operating_hours,estimated_age_years,remaining_useful_life_years,utilization_percent,health_trend
M15465,4961,2.0,8.0,56.4,Stable
L47786,4632,1.9,8.1,48.7,Stable
M15467,4930,2.0,8.0,52.2,Stable
L47788,4741,1.9,8.1,46.8,Stable
L47789,5283,2.1,7.9,54.3,Stable
L47790,5183,2.1,7.9,51.1,Stable
L47791,5311,2.1,7.9,51.8,Stable
L47792,5421,2.2,7.8,52.1,Stable
L47793,5653,2.3,7.7,54.5,Stable
M15474,5365,2.1,7.9,48.2,Stable
L47795,5894,2.4,7.6,54.7,Stable
H30030,6072,2.4,7.6,56.2,Stable
M15477,5711,2.3,7.7,46.4,Stable
H30032,5926,2.4,7.6,47.8,Stable
L47799,6299,2.5,7.5,50.2,Stable
M15480,6153,2.5,7.5,46.3,Stable
L47801,6326,2.5,7.5,46.9,Stable
M15482,7050,2.8,7.2,57.5,Declining
L47803,7587,3.0,7.0,64.2,Declining
H30038,6843,2.7,7.3,50.3,Declining
L47805,7140,2.9,7.1,51.5,Declining
L47806,7206,2.9,7.1,51.1,Declining
L47807,7140,2.9,7.1,48.5,Declining
M15488,6990,2.8,7.2,44.5,Declining
L47809,7501,3.0,7.0,50.8,Declining
L47810,7465,3.0,7.0,48.7,Declining
L47811,7743,3.1,6.9,51.8,Declining
H30046,7563,3.0,7.0,47.3,Declining
L47813,7834,3.1,6.9,48.1,Declining
L47814,8054,3.2,6.8,50.2,Declining
L47815,8846,3.5,6.5,61.9,Declining
L47816,8146,3.3,6.7,48.8,Declining
L47817,8480,3.4,6.6,52.8,Declining
L47818,8472,3.4,6.6,51.2,Declining
L47819,8296,3.3,6.7,46.8,Declining
M15500,8610,3.4,6.6,50.5,Declining
L47821,8495,3.4,6.6,46.3,Declining
M15502,8257,3.3,6.7,40.9,Declining
M15503,8930,3.6,6.4,49.8,Declining
H30058,9291,3.7,6.3,53.6,Declining
L47825,9084,3.6,6.4,46.4,Declining
M15506,9312,3.7,6.3,48.7,Declining
L47827,9643,3.9,6.1,52.0,Declining
H30062,9415,3.8,6.2,46.7,Declining
M15509,10304,4.1,5.9,57.7,Declining
L47830,10197,4.1,5.9,53.7,Declining
L47831,10071,4.0,6.0,50.1,Declining
L47832,9937,4.0,6.0,46.4,Declining
L47833,11275,4.5,5.5,67.2,Declining
L47834,10701,4.3,5.7,56.1,Declining
L47835,10295,4.1,5.9,47.8,Declining
M15516,10979,4.4,5.6,57.7,Declining
L47837,10380,4.2,5.8,45.5,Declining
L47838,10864,4.3,5.7,52.1,Declining
L47839,10728,4.3,5.7,48.3,Declining
M15520,11320,4.5,5.5,56.7,Declining
M15521,10909,4.4,5.6,47.6,Declining
M15522,11148,4.5,5.5,49.3,Critical
L47843,11263,4.5,5.5,49.0,Critical
L47844,11195,4.5,5.5,46.3,Critical
L47845,11963,4.8,5.2,57.6,Critical
L47846,11535,4.6,5.4,49.0,Critical
L47847,11603,4.6,5.4,48.6,Critical
L47848,12251,4.9,5.1,57.9,Critical
H30083,11807,4.7,5.3,49.0,Critical
L47850,12734,5.1,4.9,60.7,Critical
L47851,12288,4.9,5.1,51.8,Critical
M15532,12136,4.9,5.1,47.8,Critical
L47853,12303,4.9,5.1,48.3,Critical
L47854,2912,1.2,8.8,48.5,Stable
M15535,2938,1.2,8.8,47.5,Stable
H30090,3379,1.4,8.6,52.6,Stable
L47857,3406,1.4,8.6,49.3,Stable
M15538,3130,1.3,8.7,43.2,Stable
L47859,3419,1.4,8.6,45.7,Stable
M15540,3629,1.5,8.5,47.7,Stable
M15541,4212,1.7,8.3,55.2,Stable
H30096,3855,1.5,8.5,47.0,Stable
L47863,5008,2.0,8.0,62.5,Stable
L47864,4426,1.8,8.2,51.3,Stable
M15545,4712,1.9,8.1,54.5,Stable
M15546,4583,1.8,8.2,50.1,Stable
M15547,4772,1.9,8.1,51.0,Stable
H30102,5315,2.1,7.9,57.8,Stable
H30103,4778,1.9,8.1,45.1,Stable
H30104,5121,2.0,8.0,47.1,Stable
L47871,5646,2.3,7.7,52.1,Stable
L47872,5568,2.2,7.8,49.3,Stable
L47873,5654,2.3,7.7,49.2,Stable
L47874,5578,2.2,7.8,46.5,Stable
L47875,5854,2.3,7.7,49.6,Stable
M15556,6600,2.6,7.4,60.5,Stable
M15557,6011,2.4,7.6,48.4,Stable
L47878,6318,2.5,7.5,51.3,Stable
H30113,6162,2.5,7.5,47.2,Stable
M15560,6921,2.8,7.2,56.1,Stable
L47881,6720,2.7,7.3,50.5,Declining
M15562,6842,2.7,7.3,51.0,Declining
H30117,6873,2.7,7.3,49.3,Declining
L47884,7172,2.9,7.1,50.5,Declining
L47885,7244,2.9,7.1,50.2,Declining
M15566,7188,2.9,7.1,47.8,Declining
L47887,8131,3.3,6.7,61.3,Declining
M15568,7377,3.0,7.0,47.2,Declining
M15569,7394,3.0,7.0,45.2,Declining
M15570,8209,3.3,6.7,56.6,Declining
L47891,7836,3.1,6.9,48.1,Declining
L47892,7946,3.2,6.8,48.4,Declining
L47893,8008,3.2,6.8,48.0,Declining
L47894,8438,3.4,6.6,53.6,Declining
L47895,7958,3.2,6.8,44.1,Declining
H30130,8240,3.3,6.7,47.3,Declining
L47897,8715,3.5,6.5,51.5,Declining
L47898,8669,3.5,6.5,49.2,Declining
L47899,8699,3.5,6.5,48.2,Declining
L47900,9513,3.8,6.2,60.3,Declining
L47901,9377,3.8,6.2,56.5,Declining
L47902,8929,3.6,6.4,47.6,Declining
M15583,9165,3.7,6.3,50.0,Declining
L47904,9080,3.6,6.4,46.3,Declining
L47905,9670,3.9,6.1,54.7,Declining
M15586,9736,3.9,6.1,54.3,Declining
H30141,9613,3.8,6.2,50.0,Declining
M15588,9690,3.9,6.1,47.5,Declining
L47909,10147,4.1,5.9,52.9,Declining
M15590,10007,4.0,6.0,49.0,Declining
M15591,10062,4.0,6.0,47.7,Declining
L47912,11183,4.5,5.5,64.1,Declining
M15593,10267,4.1,5.9,47.4,Declining
H30148,10170,4.1,5.9,43.5,Declining
L47915,10899,4.4,5.6,51.9,Declining
L47916,10985,4.4,5.6,51.8,Declining
H30151,10913,4.4,5.6,49.1,Declining
L47918,11202,4.5,5.5,50.2,Critical
L47919,11060,4.4,5.6,46.3,Critical
M15600,11270,4.5,5.5,48.3,Critical
L47921,11531,4.6,5.4,50.4,Critical
L47922,11881,4.8,5.2,54.8,Critical
L47923,11407,4.6,5.4,45.4,Critical
L47924,11675,4.7,5.3,48.3,Critical
L47925,11767,4.7,5.3,48.4,Critical
L47926,11533,4.6,5.4,43.0,Critical
L47927,11757,4.7,5.3,45.2,Critical
H30162,12191,4.9,5.1,50.9,Critical
L47929,13316,5.3,4.7,65.9,Critical
L47930,12520,5.0,5.0,51.2,Critical
M15611,13226,5.3,4.7,61.4,Critical
L47932,12519,5.0,5.0,47.4,Critical
L47933,12837,5.1,4.9,51.2,Critical
M15614,12821,5.1,4.9,49.4,Critical
H30169,12974,5.2,4.8,49.7,Critical
L47936,13383,5.4,4.6,52.8,Critical
L47937,13415,5.4,4.6,51.8,Critical
L47938,13389,5.4,4.6,49.9,Critical
M15619,13559,5.4,4.6,51.2,Critical
L47940,13630,5.5,4.5,50.2,Critical
L47941,14002,5.6,4.4,54.9,Critical
M15622,2572,1.0,9.0,42.9,Stable
L47943,2935,1.2,8.8,46.7,Stable
L47944,2899,1.2,8.8,44.6,Stable
L47945,2979,1.2,8.8,44.4,Stable
L47946,3527,1.4,8.6,52.0,Stable
L47947,3587,1.4,8.6,51.5,Stable
L47948,4011,1.6,8.4,57.1,Stable
L47949,3361,1.3,8.7,44.8,Stable
L47950,3547,1.4,8.6,46.4,Stable
H30185,3477,1.4,8.6,43.7,Stable
H30186,3986,1.6,8.4,48.4,Stable
L47953,4325,1.7,8.3,50.3,Stable
L47954,4291,1.7,8.3,48.3,Stable
L47955,4391,1.8,8.2,48.4,Stable
L47956,4511,1.8,8.2,48.9,Stable
L47957,4429,1.8,8.2,46.1,Stable
L47958,4915,2.0,8.0,52.7,Stable
L47959,5177,2.1,7.9,55.5,Stable
M15640,4753,1.9,8.1,47.0,Stable
L47961,5420,2.2,7.8,55.8,Stable
L47962,5556,2.2,7.8,56.6,Stable
H30197,5408,2.2,7.8,52.6,Stable
L47964,5961,2.4,7.6,58.1,Stable
M15645,5559,2.2,7.8,49.9,Stable
L47966,6182,2.5,7.5,58.0,Stable
L47967,5660,2.3,7.7,47.8,Stable
M15648,5760,2.3,7.7,48.0,Stable
M15649,6297,2.5,7.5,54.7,Stable
L47970,5990,2.4,7.6,47.3,Stable
L47971,6462,2.6,7.4,53.7,Stable
L47972,6076,2.4,7.6,45.8,Stable
M15653,6786,2.7,7.3,56.1,Stable
H30208,6649,2.7,7.3,51.6,Stable
L47975,6990,2.8,7.2,53.5,Declining
M15656,7890,3.2,6.8,67.0,Declining
L47977,7135,2.9,7.1,52.2,Declining
M15658,7751,3.1,6.9,60.9,Declining
M15659,7388,3.0,7.0,52.6,Declining
M15660,8129,3.3,6.7,62.7,Declining
L47981,7070,2.8,7.2,42.8,Declining
L47982,7732,3.1,6.9,52.4,Declining
H30217,7778,3.1,6.9,51.6,Declining
M15664,7993,3.2,6.8,51.5,Declining
M15665,7864,3.1,6.9,47.1,Declining
M15666,8019,3.2,6.8,47.4,Declining
L47987,9044,3.6,6.4,62.2,Declining
L47988,8248,3.3,6.7,47.5,Declining
L47989,8394,3.4,6.6,48.4,Declining
L47990,8680,3.5,6.5,51.7,Declining
L47991,8846,3.5,6.5,52.9,Declining
L47992,8436,3.4,6.6,44.6,Declining
L47993,8876,3.6,6.4,50.4,Declining
M15674,8880,3.6,6.4,49.0,Declining
M15675,9107,3.6,6.4,50.5,Declining
L47996,9078,3.6,6.4,47.8,Declining
L47997,9036,3.6,6.4,45.6,Declining
L47998,8998,3.6,6.4,43.5,Declining
L47999,9276,3.7,6.3,46.6,Declining
L48000,9602,3.8,6.2,50.5,Declining
L48001,9608,3.8,6.2,49.1,Declining
M15682,9844,3.9,6.1,51.6,Declining
M15683,9849,3.9,6.1,49.4,Declining
L48004,9892,4.0,6.0,47.9,Declining
L48005,10058,4.0,6.0,49.1,Declining
L48006,10162,4.1,5.9,49.4,Declining
L48007,10292,4.1,5.9,50.0,Declining
L48008,10512,4.2,5.8,52.2,Declining
L48009,10628,4.3,5.7,52.6,Declining
L48010,10822,4.3,5.7,54.4,Declining
M15691,10738,4.3,5.7,51.5,Declining
L48012,10827,4.3,5.7,50.7,Declining
L48013,11107,4.4,5.6,53.9,Declining
H30248,10631,4.3,5.7,44.4,Declining
M15695,11256,4.5,5.5,51.1,Critical
L48016,11061,4.4,5.6,45.6,Critical
L48017,11345,4.5,5.5,48.8,Critical
H30252,11317,4.5,5.5,46.9,Critical
M15699,11860,4.7,5.3,52.2,Critical
L48020,12029,4.8,5.2,52.7,Critical
L48021,11833,4.7,5.3,48.0,Critical
M15702,12177,4.9,5.1,52.2,Critical
L48023,12150,4.9,5.1,49.5,Critical
L48024,12402,5.0,5.0,52.2,Critical
L48025,12238,4.9,5.1,48.0,Critical
M15706,12282,4.9,5.1,47.2,Critical
L48027,15251,6.1,3.9,94.4,Critical
L48028,12605,5.0,5.0,48.8,Critical
H30263,3172,1.3,8.7,52.9,Stable
L48030,3359,1.3,8.7,52.2,Stable
M15711,3093,1.2,8.8,46.3,Stable
M15712,3186,1.3,8.7,45.6,Stable
L48033,3473,1.4,8.6,48.1,Stable
M15714,3671,1.5,8.5,49.9,Stable
L48035,4040,1.6,8.4,53.8,Stable
L48036,4696,1.9,8.1,63.3,Stable
M15717,3690,1.5,8.5,45.0,Stable
M15718,4157,1.7,8.3,50.5,Stable
H30273,4344,1.7,8.3,51.4,Stable
H30274,4567,1.8,8.2,51.4,Stable
M15721,5612,2.2,7.8,65.0,Stable
H30276,5135,2.1,7.9,54.8,Stable
L48043,4902,2.0,8.0,47.2,Stable
M15724,6248,2.5,7.5,68.1,Stable
L48045,5123,2.0,8.0,47.1,Stable
L48046,5741,2.3,7.7,55.9,Stable
H30281,5663,2.3,7.7,53.1,Stable
M15728,5728,2.3,7.7,50.5,Stable
L48049,5551,2.2,7.8,45.3,Stable
L48050,5575,2.2,7.8,44.2,Stable
L48051,5693,2.3,7.7,44.6,Stable
M15732,5775,2.3,7.7,44.5,Stable
L48053,7024,2.8,7.2,63.1,Stable
L48054,6480,2.6,7.4,52.5,Stable
M15735,6308,2.5,7.5,48.1,Stable
L48056,7385,3.0,7.0,63.8,Stable
M15737,6813,2.7,7.3,52.8,Declining
M15738,7150,2.9,7.1,56.2,Declining
L48059,6589,2.6,7.4,44.6,Declining
M15740,6475,2.6,7.4,41.2,Critical
L48061,7068,2.8,7.2,48.8,Declining
M15742,7708,3.1,6.9,58.0,Declining
L48063,7345,2.9,7.1,49.7,Declining
L48064,7167,2.9,7.1,45.2,Declining
L48065,7339,2.9,7.1,46.6,Declining
L48066,7551,3.0,7.0,48.6,Declining
H30301,9047,3.6,6.4,72.0,Declining
M15748,8252,3.3,6.7,55.0,Declining
L48069,7863,3.1,6.9,46.3,Declining
L48070,7915,3.2,6.8,45.7,Declining
L48071,8081,3.2,6.8,46.9,Declining
L48072,8041,3.2,6.8,44.8,Declining
M15753,8291,3.3,6.7,47.4,Declining
L48074,8432,3.4,6.6,47.5,Declining
M15755,8540,3.4,6.6,47.8,Declining
L48076,8951,3.6,6.4,52.4,Declining
L48077,9119,3.6,6.4,53.7,Declining
L48078,8877,3.6,6.4,48.2,Declining
H30313,8733,3.5,6.5,44.3,Declining
L48080,9438,3.8,6.2,52.3,Declining
H30315,8902,3.6,6.4,41.9,Declining
L48082,9381,3.8,6.2,46.1,Declining
L48083,11245,4.5,5.5,75.7,Critical
H30318,9711,3.9,6.1,48.6,Declining
L48085,9968,4.0,6.0,49.1,Declining
M15766,10034,4.0,6.0,48.7,Declining
M15767,10583,4.2,5.8,55.6,Declining
M15768,11024,4.4,5.6,60.7,Declining
L48089,10427,4.2,5.8,48.5,Declining
L48090,10697,4.3,5.7,51.5,Declining
M15771,10675,4.3,5.7,49.7,Declining
L48092,10968,4.4,5.6,52.3,Declining
L48093,11162,4.5,5.5,54.0,Declining
M15774,11046,4.4,5.6,50.6,Declining
M15775,11197,4.5,5.5,50.9,Critical
M15776,11458,4.6,5.4,53.0,Critical
L48097,11365,4.5,5.5,49.2,Critical
M15778,11451,4.6,5.4,49.1,Critical
L48099,11454,4.6,5.4,46.9,Critical
M15780,11766,4.7,5.3,50.6,Critical
H30335,12051,4.8,5.2,53.1,Critical
M15782,11850,4.7,5.3,46.0,Critical
M15783,12071,4.8,5.2,47.4,Critical
L48104,12960,5.2,4.8,60.0,Critical
H30339,12696,5.1,4.9,54.1,Critical
L48106,12419,5.0,5.0,45.7,Critical
H30341,2792,1.1,8.9,46.5,Stable
L48108,4123,1.6,8.4,65.0,Stable
L48109,3153,1.3,8.7,47.3,Stable
M15790,3311,1.3,8.7,48.4,Stable
L48111,3624,1.4,8.6,51.4,Stable
L48112,3356,1.3,8.7,45.4,Stable
L48113,3914,1.6,8.4,53.2,Stable
M15794,3462,1.4,8.6,44.2,Stable
M15795,4227,1.7,8.3,54.7,Stable
M15796,3916,1.6,8.4,47.3,Stable
L48117,3741,1.5,8.5,42.1,Stable
L48118,4951,2.0,8.0,60.8,Stable
L48119,4371,1.7,8.3,49.6,Stable
L48120,4371,1.7,8.3,48.1,Stable
L48121,4875,2.0,8.0,55.0,Stable
M15802,4589,1.8,8.2,48.7,Stable
M15803,4754,1.9,8.1,49.2,Stable
M15804,5359,2.1,7.9,57.1,Stable
M15805,4764,1.9,8.1,44.9,Stable
L48126,4779,1.9,8.1,42.9,Stable
L48127,5151,2.1,7.9,47.6,Stable
M15808,5237,2.1,7.9,47.5,Stable
L48129,5792,2.3,7.7,54.5,Stable
L48130,5458,2.2,7.8,47.5,Stable
H30365,5718,2.3,7.7,50.3,Stable
L48132,5821,2.3,7.7,48.3,Stable
L48133,6315,2.5,7.5,55.0,Stable
H30368,5933,2.4,7.6,47.1,Stable
L48135,7152,2.9,7.1,63.7,Stable
H30370,6684,2.7,7.3,54.4,Stable
M15817,6419,2.6,7.4,46.2,Declining
L48138,6578,2.6,7.4,46.6,Declining
L48139,6880,2.8,7.2,50.2,Declining
L48140,7028,2.8,7.2,51.1,Declining
L48141,7036,2.8,7.2,49.8,Declining
M15822,7100,2.8,7.2,49.3,Declining
L48143,7517,3.0,7.0,54.0,Declining
L48144,7839,3.1,6.9,57.9,Declining
L48145,7471,3.0,7.0,50.3,Declining
M15826,7827,3.1,6.9,54.7,Declining
M15827,7744,3.1,6.9,51.1,Declining
L48148,7909,3.2,6.8,51.6,Declining
L48149,7729,3.1,6.9,47.1,Declining
L48150,8131,3.3,6.7,52.3,Declining
L48151,8199,3.3,6.7,51.9,Declining
L48152,8463,3.4,6.6,54.8,Declining
L48153,8623,3.4,6.6,56.0,Declining
L48154,8377,3.4,6.6,50.4,Declining
M15835,8701,3.5,6.5,54.3,Declining
M15836,8364,3.3,6.7,46.4,Declining
L48157,9549,3.8,6.2,63.9,Declining
M15838,8857,3.5,6.5,50.9,Declining
L48159,8718,3.5,6.5,46.3,Declining
L48160,8848,3.5,6.5,47.0,Declining
L48161,9430,3.8,6.2,55.2,Declining
L48162,9242,3.7,6.3,50.5,Declining
L48163,9352,3.7,6.3,50.9,Declining
L48164,9228,3.7,6.3,47.3,Declining
L48165,9976,4.0,6.0,58.3,Declining
H30400,9846,3.9,6.1,54.6,Declining
M15847,9863,3.9,6.1,51.1,Declining
H30402,10478,4.2,5.8,59.1,Declining
M15849,11393,4.6,5.4,70.6,Declining
L48170,10118,4.0,6.0,47.1,Declining
M15851,10426,4.2,5.8,50.8,Declining
L48172,10817,4.3,5.7,55.0,Declining
M15853,10575,4.2,5.8,49.5,Declining
M15854,10076,4.0,6.0,38.9,Declining
L48175,11007,4.4,5.6,52.2,Declining
M15856,10537,4.2,5.8,42.9,Declining
M15857,10992,4.4,5.6,48.2,Critical
M15858,12377,5.0,5.0,69.0,Critical
L48179,11490,4.6,5.4,52.0,Critical
L48180,11768,4.7,5.3,55.1,Critical
L48181,11874,4.7,5.3,55.4,Critical
L48182,11932,4.8,5.2,54.9,Critical
L48183,11618,4.6,5.4,48.1,Critical
H30418,11668,4.7,5.3,47.5,Critical
L48185,11809,4.7,5.3,46.1,Critical
L48186,11961,4.8,5.2,47.1,Critical
M15867,3266,1.3,8.7,54.4,Stable
L48188,3017,1.2,8.8,48.0,Stable
M15869,2995,1.2,8.8,46.2,Stable
M15870,3464,1.4,8.6,51.7,Stable
M15871,3397,1.4,8.6,48.4,Stable
M15872,3496,1.4,8.6,47.8,Stable
M15873,4003,1.6,8.4,54.0,Stable
L48194,3790,1.5,8.5,48.2,Stable
L48195,3702,1.5,8.5,45.2,Stable
M15876,3718,1.5,8.5,44.0,Critical
L48197,4489,1.8,8.2,54.6,Stable
L48198,3887,1.6,8.4,43.0,Stable
L48199,4191,1.7,8.3,46.6,Stable
L48200,4229,1.7,8.3,45.7,Stable
M15881,4483,1.8,8.2,48.5,Stable
L48202,4740,1.9,8.1,50.5,Stable
L48203,5562,2.2,7.8,62.7,Stable
L48204,5312,2.1,7.9,57.0,Stable
L48205,4930,2.0,8.0,49.2,Stable
L48206,5094,2.0,8.0,50.4,Stable
M15887,4830,1.9,8.1,44.5,Stable
L48208,5239,2.1,7.9,49.1,Stable
M15889,5339,2.1,7.9,49.2,Stable
L48210,6040,2.4,7.6,58.7,Stable
L48211,5708,2.3,7.7,51.6,Stable
L48212,5996,2.4,7.6,54.9,Stable
H30447,5902,2.4,7.6,51.9,Stable
M15894,6931,2.8,7.2,65.3,Stable
L48215,5956,2.4,7.6,46.8,Stable
M15896,6608,2.6,7.4,56.1,Stable
H30451,6567,2.6,7.4,53.2,Stable
L48218,6596,2.6,7.4,49.9,Declining
L48219,6738,2.7,7.3,50.8,Declining
L48220,6784,2.7,7.3,50.1,Declining
L48221,7488,3.0,7.0,60.3,Declining
L48222,7044,2.8,7.2,51.4,Declining
L48223,6912,2.8,7.2,47.7,Declining
L48224,7164,2.9,7.1,50.4,Declining
H30459,7036,2.8,7.2,46.8,Declining
L48226,7117,2.8,7.2,44.4,Declining
M15907,7493,3.0,7.0,49.1,Declining
L48228,7894,3.2,6.8,53.6,Declining
L48229,7600,3.0,7.0,47.2,Declining
L48230,8202,3.3,6.7,55.7,Declining
L48231,8062,3.2,6.8,51.9,Declining
L48232,8894,3.6,6.4,64.2,Declining
M15913,8324,3.3,6.7,53.2,Declining
H30468,8519,3.4,6.6,54.2,Declining
L48235,8450,3.4,6.6,49.3,Declining
L48236,8710,3.5,6.5,52.2,Declining
L48237,8816,3.5,6.5,52.4,Declining
L48238,8970,3.6,6.4,53.5,Declining
M15919,9598,3.8,6.2,62.5,Declining
H30474,8833,3.5,6.5,47.5,Declining
L48241,9050,3.6,6.4,47.3,Declining
L48242,9044,3.6,6.4,45.7,Declining
M15923,9718,3.9,6.1,55.5,Declining
M15924,9343,3.7,6.3,47.0,Declining
L48245,10096,4.0,6.0,57.3,Declining
M15926,9838,3.9,6.1,51.5,Declining
L48247,9817,3.9,6.1,48.9,Declining
L48248,9763,3.9,6.1,46.5,Declining
M15929,10745,4.3,5.7,61.3,Declining
M15930,10154,4.1,5.9,49.2,Declining
L48251,10185,4.1,5.9,47.5,Declining
M15932,10253,4.1,5.9,47.1,Declining
L48253,10388,4.2,5.8,47.1,Declining
L48254,10840,4.3,5.7,53.2,Declining
H30489,10430,4.2,5.8,44.8,Declining
L48256,11271,4.5,5.5,55.1,Declining
L48257,11149,4.5,5.5,51.6,Declining
H30492,11457,4.6,5.4,55.2,Critical
L48259,11832,4.7,5.3,57.7,Critical
L48260,12008,4.8,5.2,59.1,Critical
L48261,11592,4.6,5.4,50.7,Critical
H30496,11480,4.6,5.4,47.3,Critical
L48263,12231,4.9,5.1,56.1,Critical
M15944,11951,4.8,5.2,49.9,Critical
L48265,11860,4.7,5.3,46.2,Critical
L48266,12090,4.8,5.2,48.5,Critical
H30501,12368,4.9,5.1,51.6,Critical
M15948,2784,1.1,8.9,46.4,Stable
M15949,4151,1.7,8.3,66.9,Stable
L48270,3198,1.3,8.7,48.8,Stable
L48271,3254,1.3,8.7,48.2,Stable
M15952,3820,1.5,8.5,56.2,Stable
M15953,3471,1.4,8.6,48.1,Stable
L48274,3428,1.4,8.6,45.1,Stable
L48275,6252,2.5,7.5,90.7,Critical
L48276,4260,1.7,8.3,56.0,Stable
H30511,3784,1.5,8.5,46.6,Stable
M15958,4257,1.7,8.3,50.7,Stable
M15959,4294,1.7,8.3,49.1,Stable
H30514,4875,2.0,8.0,56.5,Stable
H30515,4924,2.0,8.0,53.6,Stable
L48282,4629,1.9,8.1,44.9,Stable
M15963,5105,2.0,8.0,51.3,Stable
L48284,4938,2.0,8.0,46.3,Stable
M15965,5718,2.3,7.7,57.8,Stable
L48286,5465,2.2,7.8,51.3,Stable
M15967,5505,2.2,7.8,50.5,Stable
L48288,5618,2.2,7.8,50.1,Stable
L48289,5814,2.3,7.7,51.9,Stable
L48290,5374,2.1,7.9,43.1,Stable
H30525,5744,2.3,7.7,47.7,Stable
M15972,5805,2.3,7.7,45.0,Stable
M15973,6820,2.7,7.3,59.7,Stable
H30528,6455,2.6,7.4,51.3,Stable
M15975,7754,3.1,6.9,69.2,Declining
L48296,6709,2.7,7.3,49.6,Declining
L48297,6871,2.7,7.3,50.8,Declining
L48298,6801,2.7,7.3,48.1,Declining
L48299,6685,2.7,7.3,44.7,Declining
H30534,7403,3.0,7.0,55.1,Declining
L48301,7238,2.9,7.1,48.6,Declining
L48302,7492,3.0,7.0,51.4,Declining
H30537,7272,2.9,7.1,46.2,Critical
M15984,7241,2.9,7.1,41.9,Critical
M15985,7610,3.0,7.0,45.8,Declining
L48306,8407,3.4,6.6,56.9,Declining
M15987,8429,3.4,6.6,55.7,Declining
M15988,8906,3.6,6.4,61.4,Declining
L48309,8735,3.5,6.5,56.3,Declining
L48310,8271,3.3,6.7,47.1,Declining
L48311,8513,3.4,6.6,49.6,Declining
L48312,8167,3.3,6.7,42.4,Declining
M15993,8551,3.4,6.6,47.3,Declining
M15994,8702,3.5,6.5,47.5,Declining
L48315,9055,3.6,6.4,51.2,Declining
L48316,9189,3.7,6.3,51.9,Declining
L48317,9471,3.8,6.2,55.1,Declining
L48318,9125,3.6,6.4,47.8,Declining
M15999,9483,3.8,6.2,52.3,Declining
M16000,9250,3.7,6.3,46.2,Declining
L48321,9885,4.0,6.0,54.5,Declining
L48322,9551,3.8,6.2,47.4,Declining
L48323,9753,3.9,6.1,49.3,Declining
L48324,9477,3.8,6.2,43.2,Critical
L48325,10081,4.0,6.0,51.8,Declining
L48326,10123,4.0,6.0,51.0,Declining
M16007,10535,4.2,5.8,56.3,Declining
L48328,9986,4.0,6.0,44.9,Declining
L48329,10272,4.1,5.9,48.2,Declining
L48330,10382,4.2,5.8,48.5,Declining
L48331,10260,4.1,5.9,45.0,Declining
L48332,10664,4.3,5.7,50.2,Declining
H30567,10636,4.3,5.7,48.3,Declining
L48334,11217,4.5,5.5,54.2,Declining
H30569,11747,4.7,5.3,61.5,Declining
H30570,11088,4.4,5.6,46.8,Critical
L48337,11671,4.7,5.3,52.8,Critical
L48338,11467,4.6,5.4,47.9,Critical
L48339,11903,4.8,5.2,53.6,Critical
H30574,12443,5.0,5.0,61.1,Critical
L48341,11632,4.7,5.3,43.9,Critical
L48342,11890,4.8,5.2,46.7,Critical
L48343,11914,4.8,5.2,45.6,Critical
L48344,12778,5.1,4.9,58.5,Critical
L48345,12334,4.9,5.1,49.6,Critical
M16026,12462,5.0,5.0,50.2,Critical
L48347,12309,4.9,5.1,45.4,Critical
L48348,12843,5.1,4.9,52.8,Critical
L48349,12475,5.0,5.0,45.2,Critical
M16030,13501,5.4,4.6,60.8,Critical
H30585,13024,5.2,4.8,50.6,Critical
L48352,13107,5.2,4.8,48.2,Critical
H30587,13423,5.4,4.6,52.0,Critical
M16034,2704,1.1,8.9,45.1,Stable
M16035,3291,1.3,8.7,52.6,Stable
M16036,3128,1.3,8.7,47.6,Stable
M16037,3613,1.4,8.6,53.5,Stable
L48358,3336,1.3,8.7,46.6,Stable
L48359,3512,1.4,8.6,48.0,Stable
H30594,3782,1.5,8.5,51.0,Stable
L48361,3703,1.5,8.5,46.0,Stable
L48362,3855,1.5,8.5,47.0,Stable
L48363,4151,1.7,8.3,50.4,Stable
L48364,4209,1.7,8.3,49.9,Stable
L48365,4287,1.7,8.3,49.7,Stable
L48366,4229,1.7,8.3,47.2,Stable
M16047,4529,1.8,8.2,50.7,Stable
L48368,4298,1.7,8.3,44.6,Stable
M16049,5298,2.1,7.9,59.8,Stable
L48370,4765,1.9,8.1,48.7,Stable
M16051,5487,2.2,7.8,59.2,Stable
M16052,4932,2.0,8.0,47.7,Stable
L48373,4899,2.0,8.0,44.9,Stable
M16054,5309,2.1,7.9,50.2,Stable
M16055,5246,2.1,7.9,46.9,Stable
M16056,5551,2.2,7.8,49.8,Stable
M16057,5582,2.2,7.8,48.0,Stable
H30612,5949,2.4,7.6,51.9,Stable
M16059,7018,2.8,7.2,66.0,Stable
M16060,6055,2.4,7.6,47.7,Stable
L48381,6646,2.7,7.3,55.3,Stable
M16062,6130,2.5,7.5,45.2,Stable
H30617,6375,2.6,7.4,47.0,Stable
L48384,6822,2.7,7.3,50.7,Declining
L48385,6612,2.6,7.4,45.7,Declining
H30620,6596,2.6,7.4,43.9,Declining
M16067,7331,2.9,7.1,52.4,Declining
L48388,7298,2.9,7.1,49.6,Declining
H30623,9490,3.8,6.2,84.7,Declining
L48390,7709,3.1,6.9,51.2,Declining
